Claim ID,Adjuster ID,Adjuster Name,Team/Department,Adjuster Experience Level
CLM2431,ADJ002,Bob Johnson,Property Claims,Junior
CLM2432,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2433,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2434,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2435,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2436,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2437,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2438,ADJ001,Alice Smith,Auto Claims,Senior
CLM2439,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2440,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2441,ADJ002,Bob Johnson,Property Claims,Junior
CLM2442,ADJ001,Alice Smith,Auto Claims,Senior
CLM2443,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2444,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2445,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2446,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2447,ADJ002,Bob Johnson,Property Claims,Junior
CLM2448,ADJ001,Alice Smith,Auto Claims,Senior
CLM2449,ADJ001,Alice Smith,Auto Claims,Senior
CLM2450,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2451,ADJ002,Bob Johnson,Property Claims,Junior
CLM2452,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2453,ADJ002,Bob Johnson,Property Claims,Junior
CLM2454,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2455,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2456,ADJ002,Bob Johnson,Property Claims,Junior
CLM2457,ADJ002,Bob Johnson,Property Claims,Junior
CLM2458,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2459,ADJ002,Bob Johnson,Property Claims,Junior
CLM2460,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2461,ADJ002,Bob Johnson,Property Claims,Junior
CLM2462,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2463,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2464,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2465,ADJ001,Alice Smith,Auto Claims,Senior
CLM2466,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2467,ADJ002,Bob Johnson,Property Claims,Junior
CLM2468,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2469,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2470,ADJ002,Bob Johnson,Property Claims,Junior
CLM2471,ADJ001,Alice Smith,Auto Claims,Senior
CLM2472,ADJ001,Alice Smith,Auto Claims,Senior
CLM2473,ADJ001,Alice Smith,Auto Claims,Senior
CLM2474,ADJ001,Alice Smith,Auto Claims,Senior
CLM2475,ADJ001,Alice Smith,Auto Claims,Senior
CLM2476,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2477,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2478,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2479,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2480,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2481,ADJ001,Alice Smith,Auto Claims,Senior
CLM2482,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2483,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2484,ADJ001,Alice Smith,Auto Claims,Senior
CLM2485,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2486,ADJ001,Alice Smith,Auto Claims,Senior
CLM2487,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2488,ADJ001,Alice Smith,Auto Claims,Senior
CLM2489,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2490,ADJ001,Alice Smith,Auto Claims,Senior
CLM2491,ADJ002,Bob Johnson,Property Claims,Junior
CLM2492,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2493,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2494,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2495,ADJ002,Bob Johnson,Property Claims,Junior
CLM2496,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2497,ADJ002,Bob Johnson,Property Claims,Junior
CLM2498,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2499,ADJ002,Bob Johnson,Property Claims,Junior
CLM2500,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2501,ADJ002,Bob Johnson,Property Claims,Junior
CLM2502,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2503,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2504,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2505,ADJ001,Alice Smith,Auto Claims,Senior
CLM2506,ADJ002,Bob Johnson,Property Claims,Junior
CLM2507,ADJ002,Bob Johnson,Property Claims,Junior
CLM2508,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2509,ADJ002,Bob Johnson,Property Claims,Junior
CLM2510,ADJ002,Bob Johnson,Property Claims,Junior
CLM2511,ADJ002,Bob Johnson,Property Claims,Junior
CLM2512,ADJ002,Bob Johnson,Property Claims,Junior
CLM2513,ADJ002,Bob Johnson,Property Claims,Junior
CLM2514,ADJ002,Bob Johnson,Property Claims,Junior
CLM2515,ADJ001,Alice Smith,Auto Claims,Senior
CLM2516,ADJ001,Alice Smith,Auto Claims,Senior
CLM2517,ADJ002,Bob Johnson,Property Claims,Junior
CLM2518,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2519,ADJ002,Bob Johnson,Property Claims,Junior
CLM2520,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2521,ADJ001,Alice Smith,Auto Claims,Senior
CLM2522,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2523,ADJ001,Alice Smith,Auto Claims,Senior
CLM2524,ADJ002,Bob Johnson,Property Claims,Junior
CLM2525,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2526,ADJ001,Alice Smith,Auto Claims,Senior
CLM2527,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2528,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2529,ADJ002,Bob Johnson,Property Claims,Junior
CLM2530,ADJ002,Bob Johnson,Property Claims,Junior
CLM2531,ADJ001,Alice Smith,Auto Claims,Senior
CLM2532,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2533,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2534,ADJ001,Alice Smith,Auto Claims,Senior
CLM2535,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2536,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2537,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2538,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2539,ADJ002,Bob Johnson,Property Claims,Junior
CLM2540,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2541,ADJ002,Bob Johnson,Property Claims,Junior
CLM2542,ADJ001,Alice Smith,Auto Claims,Senior
CLM2543,ADJ001,Alice Smith,Auto Claims,Senior
CLM2544,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2545,ADJ002,Bob Johnson,Property Claims,Junior
CLM2546,ADJ002,Bob Johnson,Property Claims,Junior
CLM2547,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2548,ADJ002,Bob Johnson,Property Claims,Junior
CLM2549,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2550,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2551,ADJ001,Alice Smith,Auto Claims,Senior
CLM2552,ADJ002,Bob Johnson,Property Claims,Junior
CLM2553,ADJ001,Alice Smith,Auto Claims,Senior
CLM2554,ADJ001,Alice Smith,Auto Claims,Senior
CLM2555,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2556,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2557,ADJ002,Bob Johnson,Property Claims,Junior
CLM2558,ADJ002,Bob Johnson,Property Claims,Junior
CLM2559,ADJ001,Alice Smith,Auto Claims,Senior
CLM2560,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2561,ADJ002,Bob Johnson,Property Claims,Junior
CLM2562,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2563,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2564,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2565,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2566,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2567,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2568,ADJ002,Bob Johnson,Property Claims,Junior
CLM2569,ADJ001,Alice Smith,Auto Claims,Senior
CLM2570,ADJ001,Alice Smith,Auto Claims,Senior
CLM2571,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2572,ADJ001,Alice Smith,Auto Claims,Senior
CLM2573,ADJ001,Alice Smith,Auto Claims,Senior
CLM2574,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2575,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2576,ADJ001,Alice Smith,Auto Claims,Senior
CLM2577,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2578,ADJ001,Alice Smith,Auto Claims,Senior
CLM2579,ADJ002,Bob Johnson,Property Claims,Junior
CLM2580,ADJ002,Bob Johnson,Property Claims,Junior
CLM2581,ADJ002,Bob Johnson,Property Claims,Junior
CLM2582,ADJ002,Bob Johnson,Property Claims,Junior
CLM2583,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2584,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2585,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2586,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2587,ADJ002,Bob Johnson,Property Claims,Junior
CLM2588,ADJ002,Bob Johnson,Property Claims,Junior
CLM2589,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2590,ADJ001,Alice Smith,Auto Claims,Senior
CLM2591,ADJ002,Bob Johnson,Property Claims,Junior
CLM2592,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2593,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2594,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2595,ADJ001,Alice Smith,Auto Claims,Senior
CLM2596,ADJ001,Alice Smith,Auto Claims,Senior
CLM2597,ADJ002,Bob Johnson,Property Claims,Junior
CLM2598,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2599,ADJ001,Alice Smith,Auto Claims,Senior
CLM2600,ADJ002,Bob Johnson,Property Claims,Junior
CLM2601,ADJ001,Alice Smith,Auto Claims,Senior
CLM2602,ADJ001,Alice Smith,Auto Claims,Senior
CLM2603,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2604,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2605,ADJ002,Bob Johnson,Property Claims,Junior
CLM2606,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2607,ADJ001,Alice Smith,Auto Claims,Senior
CLM2608,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2609,ADJ002,Bob Johnson,Property Claims,Junior
CLM2610,ADJ002,Bob Johnson,Property Claims,Junior
CLM2611,ADJ002,Bob Johnson,Property Claims,Junior
CLM2612,ADJ001,Alice Smith,Auto Claims,Senior
CLM2613,ADJ001,Alice Smith,Auto Claims,Senior
CLM2614,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2615,ADJ001,Alice Smith,Auto Claims,Senior
CLM2616,ADJ002,Bob Johnson,Property Claims,Junior
CLM2617,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2618,ADJ002,Bob Johnson,Property Claims,Junior
CLM2619,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2620,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2621,ADJ001,Alice Smith,Auto Claims,Senior
CLM2622,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2623,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2624,ADJ002,Bob Johnson,Property Claims,Junior
CLM2625,ADJ002,Bob Johnson,Property Claims,Junior
CLM2626,ADJ002,Bob Johnson,Property Claims,Junior
CLM2627,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2628,ADJ001,Alice Smith,Auto Claims,Senior
CLM2629,ADJ002,Bob Johnson,Property Claims,Junior
CLM2630,ADJ001,Alice Smith,Auto Claims,Senior
CLM2631,ADJ001,Alice Smith,Auto Claims,Senior
CLM2632,ADJ001,Alice Smith,Auto Claims,Senior
CLM2633,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2634,ADJ002,Bob Johnson,Property Claims,Junior
CLM2635,ADJ002,Bob Johnson,Property Claims,Junior
CLM2636,ADJ001,Alice Smith,Auto Claims,Senior
CLM2637,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2638,ADJ002,Bob Johnson,Property Claims,Junior
CLM2639,ADJ002,Bob Johnson,Property Claims,Junior
CLM2640,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2641,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2642,ADJ001,Alice Smith,Auto Claims,Senior
CLM2643,ADJ002,Bob Johnson,Property Claims,Junior
CLM2644,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2645,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2646,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2647,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2648,ADJ001,Alice Smith,Auto Claims,Senior
CLM2649,ADJ002,Bob Johnson,Property Claims,Junior
CLM2650,ADJ001,Alice Smith,Auto Claims,Senior
CLM2651,ADJ001,Alice Smith,Auto Claims,Senior
CLM2652,ADJ002,Bob Johnson,Property Claims,Junior
CLM2653,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2654,ADJ001,Alice Smith,Auto Claims,Senior
CLM2655,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2656,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2657,ADJ002,Bob Johnson,Property Claims,Junior
CLM2658,ADJ002,Bob Johnson,Property Claims,Junior
CLM2659,ADJ001,Alice Smith,Auto Claims,Senior
CLM2660,ADJ001,Alice Smith,Auto Claims,Senior
CLM2661,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2662,ADJ002,Bob Johnson,Property Claims,Junior
CLM2663,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2664,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2665,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2666,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2667,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2668,ADJ002,Bob Johnson,Property Claims,Junior
CLM2669,ADJ002,Bob Johnson,Property Claims,Junior
CLM2670,ADJ002,Bob Johnson,Property Claims,Junior
CLM2671,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2672,ADJ001,Alice Smith,Auto Claims,Senior
CLM2673,ADJ002,Bob Johnson,Property Claims,Junior
CLM2674,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2675,ADJ002,Bob Johnson,Property Claims,Junior
CLM2676,ADJ002,Bob Johnson,Property Claims,Junior
CLM2677,ADJ002,Bob Johnson,Property Claims,Junior
CLM2678,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2679,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2680,ADJ001,Alice Smith,Auto Claims,Senior
CLM2681,ADJ002,Bob Johnson,Property Claims,Junior
CLM2682,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2683,ADJ002,Bob Johnson,Property Claims,Junior
CLM2684,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2685,ADJ002,Bob Johnson,Property Claims,Junior
CLM2686,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2687,ADJ001,Alice Smith,Auto Claims,Senior
CLM2688,ADJ001,Alice Smith,Auto Claims,Senior
CLM2689,ADJ001,Alice Smith,Auto Claims,Senior
CLM2690,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2691,ADJ001,Alice Smith,Auto Claims,Senior
CLM2692,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2693,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2694,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2695,ADJ002,Bob Johnson,Property Claims,Junior
CLM2696,ADJ001,Alice Smith,Auto Claims,Senior
CLM2697,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2698,ADJ002,Bob Johnson,Property Claims,Junior
CLM2699,ADJ002,Bob Johnson,Property Claims,Junior
CLM2700,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2701,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2702,ADJ002,Bob Johnson,Property Claims,Junior
CLM2703,ADJ001,Alice Smith,Auto Claims,Senior
CLM2704,ADJ001,Alice Smith,Auto Claims,Senior
CLM2705,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2706,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2707,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2708,ADJ002,Bob Johnson,Property Claims,Junior
CLM2709,ADJ001,Alice Smith,Auto Claims,Senior
CLM2710,ADJ001,Alice Smith,Auto Claims,Senior
CLM2711,ADJ001,Alice Smith,Auto Claims,Senior
CLM2712,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2713,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2714,ADJ002,Bob Johnson,Property Claims,Junior
CLM2715,ADJ002,Bob Johnson,Property Claims,Junior
CLM2716,ADJ001,Alice Smith,Auto Claims,Senior
CLM2717,ADJ001,Alice Smith,Auto Claims,Senior
CLM2718,ADJ001,Alice Smith,Auto Claims,Senior
CLM2719,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2720,ADJ001,Alice Smith,Auto Claims,Senior
CLM2721,ADJ002,Bob Johnson,Property Claims,Junior
CLM2722,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2723,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2724,ADJ001,Alice Smith,Auto Claims,Senior
CLM2725,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2726,ADJ002,Bob Johnson,Property Claims,Junior
CLM2727,ADJ002,Bob Johnson,Property Claims,Junior
CLM2728,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2729,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2730,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2731,ADJ001,Alice Smith,Auto Claims,Senior
CLM2732,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2733,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2734,ADJ002,Bob Johnson,Property Claims,Junior
CLM2735,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2736,ADJ002,Bob Johnson,Property Claims,Junior
CLM2737,ADJ002,Bob Johnson,Property Claims,Junior
CLM2738,ADJ001,Alice Smith,Auto Claims,Senior
CLM2739,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2740,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2741,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2742,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2743,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2744,ADJ001,Alice Smith,Auto Claims,Senior
CLM2745,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2746,ADJ002,Bob Johnson,Property Claims,Junior
CLM2747,ADJ002,Bob Johnson,Property Claims,Junior
CLM2748,ADJ001,Alice Smith,Auto Claims,Senior
CLM2749,ADJ001,Alice Smith,Auto Claims,Senior
CLM2750,ADJ002,Bob Johnson,Property Claims,Junior
CLM2751,ADJ001,Alice Smith,Auto Claims,Senior
CLM2752,ADJ002,Bob Johnson,Property Claims,Junior
CLM2753,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2754,ADJ001,Alice Smith,Auto Claims,Senior
CLM2755,ADJ001,Alice Smith,Auto Claims,Senior
CLM2756,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2757,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2758,ADJ001,Alice Smith,Auto Claims,Senior
CLM2759,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2760,ADJ002,Bob Johnson,Property Claims,Junior
CLM2761,ADJ001,Alice Smith,Auto Claims,Senior
CLM2762,ADJ002,Bob Johnson,Property Claims,Junior
CLM2763,ADJ002,Bob Johnson,Property Claims,Junior
CLM2764,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2765,ADJ001,Alice Smith,Auto Claims,Senior
CLM2766,ADJ002,Bob Johnson,Property Claims,Junior
CLM2767,ADJ001,Alice Smith,Auto Claims,Senior
CLM2768,ADJ001,Alice Smith,Auto Claims,Senior
CLM2769,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2770,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2771,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2772,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2773,ADJ002,Bob Johnson,Property Claims,Junior
CLM2774,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2775,ADJ002,Bob Johnson,Property Claims,Junior
CLM2776,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2777,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2778,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2779,ADJ001,Alice Smith,Auto Claims,Senior
CLM2780,ADJ002,Bob Johnson,Property Claims,Junior
CLM2781,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2782,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2783,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2784,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2785,ADJ001,Alice Smith,Auto Claims,Senior
CLM2786,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2787,ADJ002,Bob Johnson,Property Claims,Junior
CLM2788,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2789,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2790,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2791,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2792,ADJ002,Bob Johnson,Property Claims,Junior
CLM2793,ADJ001,Alice Smith,Auto Claims,Senior
CLM2794,ADJ002,Bob Johnson,Property Claims,Junior
CLM2795,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2796,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2797,ADJ001,Alice Smith,Auto Claims,Senior
CLM2798,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2799,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2800,ADJ002,Bob Johnson,Property Claims,Junior
CLM2801,ADJ002,Bob Johnson,Property Claims,Junior
CLM2802,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2803,ADJ001,Alice Smith,Auto Claims,Senior
CLM2804,ADJ002,Bob Johnson,Property Claims,Junior
CLM2805,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2806,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2807,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2808,ADJ001,Alice Smith,Auto Claims,Senior
CLM2809,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2810,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2811,ADJ002,Bob Johnson,Property Claims,Junior
CLM2812,ADJ002,Bob Johnson,Property Claims,Junior
CLM2813,ADJ002,Bob Johnson,Property Claims,Junior
CLM2814,ADJ002,Bob Johnson,Property Claims,Junior
CLM2815,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2816,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2817,ADJ002,Bob Johnson,Property Claims,Junior
CLM2818,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2819,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2820,ADJ002,Bob Johnson,Property Claims,Junior
CLM2821,ADJ002,Bob Johnson,Property Claims,Junior
CLM2822,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2823,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2824,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2825,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2826,ADJ001,Alice Smith,Auto Claims,Senior
CLM2827,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2828,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2829,ADJ002,Bob Johnson,Property Claims,Junior
CLM2830,ADJ001,Alice Smith,Auto Claims,Senior
CLM2831,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2832,ADJ002,Bob Johnson,Property Claims,Junior
CLM2833,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2834,ADJ001,Alice Smith,Auto Claims,Senior
CLM2835,ADJ002,Bob Johnson,Property Claims,Junior
CLM2836,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2837,ADJ002,Bob Johnson,Property Claims,Junior
CLM2838,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2839,ADJ001,Alice Smith,Auto Claims,Senior
CLM2840,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2841,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2842,ADJ002,Bob Johnson,Property Claims,Junior
CLM2843,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2844,ADJ002,Bob Johnson,Property Claims,Junior
CLM2845,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2846,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2847,ADJ001,Alice Smith,Auto Claims,Senior
CLM2848,ADJ001,Alice Smith,Auto Claims,Senior
CLM2849,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2850,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2851,ADJ002,Bob Johnson,Property Claims,Junior
CLM2852,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2853,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2854,ADJ001,Alice Smith,Auto Claims,Senior
CLM2855,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2856,ADJ002,Bob Johnson,Property Claims,Junior
CLM2857,ADJ001,Alice Smith,Auto Claims,Senior
CLM2858,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2859,ADJ002,Bob Johnson,Property Claims,Junior
CLM2860,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2861,ADJ002,Bob Johnson,Property Claims,Junior
CLM2862,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2863,ADJ001,Alice Smith,Auto Claims,Senior
CLM2864,ADJ001,Alice Smith,Auto Claims,Senior
CLM2865,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2866,ADJ001,Alice Smith,Auto Claims,Senior
CLM2867,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2868,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2869,ADJ001,Alice Smith,Auto Claims,Senior
CLM2870,ADJ003,Charlie Brown,Workers' Comp,Intermediate
CLM2871,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2872,ADJ002,Bob Johnson,Property Claims,Junior
CLM2873,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2874,ADJ003,Charlie Brown,Health Claims,Intermediate
CLM2875,ADJ003,Charlie Brown,Health Claims,Intermediate
